"ID","HH_ID","hh_position","ID_partner","HH_ID_target","ID_partner_target","hh_position_target","event_type","ID_mother","ID_father","sex","birth_date","mother","father","age_group_hh","age_group_pop","event_date","age","main_parent","NH"
3981854,2785280,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,1,NA,NA,2011-07-19,86,NA,0
9634777,4509190,NA,10317517,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-19,66,NA,0
10317517,4509190,"union",NA,4509190,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-19,69,NA,0
1032156,929876,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-19,NA,NA,0
3066301,617431,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,2011-07-19,NA,NA,0
4062151,838732,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-19,NA,NA,0
1918087,76150,"non_family",NA,4731908,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-20,28,NA,0
2841093,2182554,"child",NA,4731704,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-20,NA,NA,0
4071326,2182554,"child",NA,4731704,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-20,NA,NA,0
6582385,2182554,"single_parent",9219431,4731704,9219431,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-20,53,NA,0
9219431,4429844,"single",NA,4731704,6582385,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-20,50,NA,0
11000338,3628907,NA,NA,NA,NA,NA,"birth",6100718,NA,"M",2011-07-20,NA,NA,1,1,2011-07-20,NA,6100718,0
11000348,1472022,NA,NA,NA,NA,NA,"birth",6531467,10467550,"F",2011-07-20,NA,NA,1,1,2011-07-20,NA,6531467,0
11000413,3681260,NA,NA,NA,NA,NA,"birth",8765135,6262319,"M",2011-07-20,NA,NA,1,1,2011-07-20,NA,8765135,0
11000506,4732125,"single",NA,NA,NA,NA,"immigration",NA,NA,"F",1988-09-27,NA,NA,3,3,2011-07-20,NA,NA,0
224149,218383,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-20,86,NA,0
3118784,2340624,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-20,93,NA,0
920676,838369,"union_w_child",6434978,4731591,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-21,32,NA,0
6295892,838369,"child",NA,4731591,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-21,NA,NA,0
6434978,838369,"union_w_child",920676,838369,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-21,34,NA,0
2812014,2165518,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-21,87,NA,0
2165711,910809,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-21,NA,NA,0
8638399,2508363,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-21,NA,NA,0
11000552,4732171,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-21,NA,NA,0
2791918,2153675,"single",NA,4732064,NA,"collective","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-22,91,NA,1
3508207,2549559,"child",NA,4731937,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-22,18,NA,0
11000293,4732075,NA,NA,NA,NA,NA,"birth",3941052,3548249,"F",2011-07-22,NA,NA,1,1,2011-07-22,NA,3941052,0
11000410,4731790,NA,NA,NA,NA,NA,"birth",8737455,8044439,"F",2011-07-22,NA,NA,1,1,2011-07-22,NA,8737455,0
3548249,2570470,"single_parent",3941052,4732075,3941052,"union_w_child","hh_transition",NA,NA,"M",NA,NA,NA,3,3,2011-07-22,40,NA,0
3941052,2765612,"single_parent",NA,4732075,3548249,"union_w_child","hh_transition",NA,NA,"F",NA,NA,NA,3,3,2011-07-22,27,NA,0
3981023,2570470,NA,NA,4732075,NA,NA,"hh_transition",NA,NA,NA,NA,NA,NA,1,1,2011-07-22,NA,NA,0
411383,393098,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-22,NA,NA,0
4688161,3101966,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,2011-07-22,NA,NA,0
7658256,4080406,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-22,NA,NA,0
9934206,211284,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-22,NA,NA,0
10122963,305163,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-22,NA,NA,0
10968780,1047049,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-07-22,NA,NA,0
578551,22129,"child",NA,4731768,6252313,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-23,24,NA,0
2884014,984340,"child",NA,4731924,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-23,27,NA,0
6252313,3678047,"single",578551,4731768,578551,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-23,32,NA,0
11000394,2012893,NA,NA,NA,NA,NA,"birth",8142815,2557288,"M",2011-07-23,NA,NA,1,1,2011-07-23,NA,8142815,0
1863571,1129547,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-23,NA,NA,0
11000526,4732145,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1990-01-27,NA,NA,3,3,2011-07-23,NA,NA,0
3909867,796390,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-23,96,NA,0
10265972,4618791,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-23,47,NA,0
1283426,162504,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-23,NA,NA,0
5789029,2742924,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-23,NA,NA,0
6200791,876109,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-23,NA,NA,0
6763645,668314,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-23,NA,NA,0
7401023,4731758,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-23,NA,NA,0
463584,440804,"child",NA,1405800,NA,"non_family","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-24,21,NA,0
1247068,1101506,"child",NA,4731892,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-24,31,NA,0
3430371,2509089,"child",NA,4731634,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-24,NA,NA,0
6065911,3617330,"single",NA,4731875,NA,"other","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-24,88,NA,0
6944729,2509089,"union_w_child",8700462,4731634,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-24,41,NA,0
8700462,2509089,"union_w_child",6944729,2509089,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-24,49,NA,0
10458704,2509089,"child",NA,4731634,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-24,NA,NA,0
4349410,2955310,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-24,93,NA,0
50601,50280,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-24,NA,NA,0
1464404,1268260,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-24,NA,NA,0
4299744,2933200,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-07-24,NA,NA,0
5231329,3319839,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-24,NA,NA,0
11000285,2531329,NA,NA,NA,NA,NA,"birth",3473006,5776447,"F",2011-07-25,NA,NA,1,1,2011-07-25,NA,3473006,0
11000311,4732084,NA,NA,NA,NA,NA,"birth",4783808,NA,"F",2011-07-25,NA,NA,1,1,2011-07-25,NA,4783808,0
4783808,1447475,"child",NA,4732084,NA,"single_parent","hh_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-25,NA,NA,0
11000569,4732322,"union",11000703,NA,NA,NA,"immigration",NA,NA,"M",1980-10-01,NA,NA,3,3,2011-07-25,NA,NA,0
11000703,4732322,"union",11000569,NA,NA,NA,"immigration",NA,NA,"F",1978-06-10,NA,NA,3,3,2011-07-25,NA,NA,0
2427387,209791,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-07-25,NA,NA,0
2541701,2003344,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-25,NA,NA,0
7282062,1279538,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-07-25,NA,NA,0
145172,142650,"collective",7127552,4731803,7127552,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-26,17,NA,0
3807223,799289,"child",NA,3567937,NA,"non_family","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-26,24,NA,0
7127552,3939471,"single",NA,4731803,145172,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-26,35,NA,0
10776181,2257411,"child",NA,4732052,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-26,22,NA,0
11000396,4732087,NA,NA,NA,NA,NA,"birth",8159652,NA,"M",2011-07-26,NA,NA,1,1,2011-07-26,NA,8159652,0
8159652,1299895,"child",NA,4732087,NA,"single_parent","hh_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-26,NA,NA,0
10801847,4489912,NA,9531111,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-26,72,NA,0
9531111,4489912,"union",NA,4489912,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-26,66,NA,0
3502671,1933490,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-26,NA,NA,0
6121391,247069,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-26,NA,NA,0
6674887,2151214,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-26,NA,NA,0
7158361,3948029,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-26,NA,NA,0
4927352,3200670,"other",NA,4731955,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-27,73,NA,0
11000366,3940083,NA,NA,NA,NA,NA,"birth",7163678,7129746,"F",2011-07-27,NA,NA,1,1,2011-07-27,NA,7163678,0
10280262,1209614,NA,1386829,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-27,72,NA,0
1386829,1209614,"union",NA,1209614,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-27,67,NA,0
4164943,2598169,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-27,NA,NA,0
5100201,447818,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-27,NA,NA,0
8919610,1620270,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-27,NA,NA,0
3776259,2685412,"union",4680495,4731608,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-28,34,NA,0
4680495,2685412,"union",3776259,2685412,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-28,55,NA,0
5143710,3286126,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-28,NA,NA,0
6427606,3286126,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-28,NA,NA,0
8708047,3286126,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-28,NA,NA,0
10467461,3286126,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-07-28,NA,NA,0
11000559,4732178,"single",NA,NA,NA,NA,"immigration",NA,NA,"F",1960-07-26,NA,NA,3,3,2011-07-28,NA,NA,0
11000668,4732287,"union_w_child",11000722,NA,NA,NA,"immigration",NA,NA,"F",1989-05-01,NA,NA,3,3,2011-07-28,NA,NA,0
11000670,4732287,"child",NA,NA,NA,NA,"immigration",11000668,11000722,"M",2001-04-07,NA,NA,1,1,2011-07-28,NA,NA,0
11000722,4732287,"union_w_child",11000668,NA,NA,NA,"immigration",NA,NA,"M",1987-05-10,NA,NA,3,3,2011-07-28,NA,NA,0
11000801,4732287,"child",NA,NA,NA,NA,"immigration",11000668,11000722,"F",1994-01-20,NA,NA,2,2,2011-07-28,NA,NA,0
6051944,2057886,NA,2631115,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-28,83,NA,0
2631115,2057886,"union",NA,4732431,NA,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-28,84,NA,1
2984012,2264648,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-28,NA,NA,0
9750347,2634157,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-28,NA,NA,0
9384212,4461850,"single",NA,4731846,10632966,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-29,39,NA,0
10632966,3029744,"non_family",9384212,4731846,9384212,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-29,41,NA,0
9155890,3501067,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,2011-07-29,NA,NA,0
6236731,3673055,"single",NA,4731830,7982236,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-30,26,NA,0
7982236,4160320,"single",6236731,4731830,6236731,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-30,28,NA,0
11000483,4732181,"child",NA,NA,NA,NA,"immigration",11000562,11000682,"F",1994-08-21,NA,NA,2,2,2011-07-30,NA,NA,0
11000562,4732181,"union_w_child",11000682,NA,NA,NA,"immigration",NA,NA,"F",1974-01-02,NA,NA,3,3,2011-07-30,NA,NA,0
11000682,4732181,"union_w_child",11000562,NA,NA,NA,"immigration",NA,NA,"M",1974-10-19,NA,NA,3,3,2011-07-30,NA,NA,0
11000704,4732181,"child",NA,NA,NA,NA,"immigration",11000562,11000682,"M",2006-01-17,NA,NA,1,1,2011-07-30,NA,NA,0
1408489,1226149,NA,8553849,NA,NA,NA,"death",NA,NA,NA,NA,1,0,NA,NA,2011-07-30,77,NA,0
7473595,3557501,NA,5888173,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-07-30,86,NA,0
5888173,3557501,"union",NA,3557501,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-30,84,NA,0
8553849,1226149,"union_w_child",NA,1226149,NA,"single_parent","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-30,86,NA,0
2758033,2133719,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-30,NA,NA,0
6344723,1654639,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-30,NA,NA,0
6446312,1253234,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-07-30,NA,NA,0
5484678,3415177,"single",8140635,4731787,8140635,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-31,23,NA,0
6264891,74431,"child",NA,4731783,8503462,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-31,25,NA,0
6971999,1588570,"child",NA,4731987,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-31,31,NA,0
8140635,3548088,"child",NA,4731787,5484678,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-07-31,24,NA,0
8503462,4103352,"non_family",6264891,4731783,6264891,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-07-31,20,NA,0
11000543,4732162,"union",11000785,NA,NA,NA,"immigration",NA,NA,"F",1992-04-08,NA,NA,3,3,2011-07-31,NA,NA,0
11000785,4732162,"union",11000543,NA,NA,NA,"immigration",NA,NA,"M",1984-09-27,NA,NA,3,3,2011-07-31,NA,NA,0
556035,523996,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-31,NA,NA,0
1476536,1277450,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-07-31,NA,NA,0
4490796,3017748,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-31,NA,NA,0
7777657,1133190,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-07-31,NA,NA,0
1469257,50280,"child",1755692,4731714,1755692,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-01,24,NA,0
1755692,1481624,"child",NA,4731714,1469257,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-01,22,NA,0
3122944,2342969,"union",9429993,2342969,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-01,24,NA,0
9429993,2342969,"union",3122944,4731660,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-01,25,NA,0
11000300,1341184,NA,NA,NA,NA,NA,"birth",4240865,1562230,"F",2011-08-01,NA,NA,1,1,2011-08-01,NA,4240865,0
751411,694958,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-08-01,NA,NA,0
4572931,4732061,"collective",10746526,4732061,10746526,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-02,84,NA,1
6708635,3818854,"other",NA,4731985,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-02,31,NA,0
10746526,3052982,"union",4572931,4732061,4572931,"collective","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-02,82,NA,1
11000361,3247935,NA,NA,NA,NA,NA,"birth",6995236,5046312,"F",2011-08-02,NA,NA,1,1,2011-08-02,NA,6995236,0
1609889,1016253,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-02,NA,NA,0
2089055,1711909,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-08-02,NA,NA,0
4089543,449657,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-02,NA,NA,0
4749794,1025882,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-08-02,NA,NA,0
7295979,3985626,"union",7774353,3985626,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-03,76,NA,0
7774353,3985626,"union",7295979,4731642,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-03,84,NA,0
11000222,4732069,NA,NA,NA,NA,NA,"birth",774293,5468814,"M",2011-08-03,NA,NA,1,1,2011-08-03,NA,774293,0
774293,714572,"child",NA,4732069,5468814,"union_w_child","hh_transition",NA,NA,"F",NA,NA,NA,3,3,2011-08-03,24,NA,0
5468814,807510,"single_parent",774293,4732069,774293,"union_w_child","hh_transition",NA,NA,"M",NA,NA,NA,3,3,2011-08-03,27,NA,0
1175203,807510,NA,NA,4732069,NA,NA,"hh_transition",NA,NA,NA,NA,NA,NA,1,1,2011-08-03,NA,NA,0
9594539,3771620,NA,6551877,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-08-03,60,NA,0
6551877,3771620,"union",NA,3771620,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-03,56,NA,0
2144046,172110,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-08-03,NA,NA,0
11000261,2034051,NA,NA,NA,NA,NA,"birth",2591863,5531436,"M",2011-08-04,NA,NA,1,1,2011-08-04,NA,2591863,0
11000281,750948,NA,NA,NA,NA,NA,"birth",3348715,NA,"M",2011-08-04,NA,NA,1,1,2011-08-04,NA,3348715,0
51645,51308,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-04,NA,NA,0
219706,214160,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-08-04,NA,NA,0
228808,222831,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-08-04,NA,NA,0
2968334,2255735,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-04,NA,NA,0
2996901,1132701,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-08-04,NA,NA,0
1439136,1249251,"single",5273761,4731802,5273761,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-05,37,NA,0
4968646,3217198,"single",8287350,4731788,8287350,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-05,28,NA,0
5273761,3336096,"single",NA,4731802,1439136,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-05,35,NA,0
8287350,2822086,"child",NA,4731788,4968646,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-05,24,NA,0
11000220,617689,NA,NA,NA,NA,NA,"birth",662171,8845825,"F",2011-08-05,NA,NA,1,1,2011-08-05,NA,662171,0
11000264,974840,NA,NA,NA,NA,NA,"birth",2676740,1087532,"M",2011-08-05,NA,NA,1,1,2011-08-05,NA,2676740,0
4518674,3029744,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-08-05,NA,NA,0
10336613,3006922,"child",NA,4732042,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-06,30,NA,0
11000228,4732073,NA,NA,NA,NA,NA,"birth",999715,10712789,"M",2011-08-06,NA,NA,1,1,2011-08-06,NA,999715,0
11000233,1205096,NA,NA,NA,NA,NA,"birth",1380904,4728726,"M",2011-08-06,NA,NA,1,1,2011-08-06,NA,1380904,0
11000312,3158376,NA,NA,NA,NA,NA,"birth",4823438,5906621,"M",2011-08-06,NA,NA,1,1,2011-08-06,NA,4823438,0
999715,844872,"child",NA,4732073,10712789,"union_w_child","hh_transition",NA,NA,"F",NA,NA,NA,3,3,2011-08-06,32,NA,0
10712789,909645,"single_parent",999715,4732073,999715,"union_w_child","hh_transition",NA,NA,"M",NA,NA,NA,3,3,2011-08-06,43,NA,0
1007266,909645,NA,NA,4732073,NA,NA,"hh_transition",NA,NA,NA,NA,NA,NA,2,2,2011-08-06,NA,NA,0
9385405,909645,NA,NA,4732073,NA,NA,"hh_transition",NA,NA,NA,NA,NA,NA,1,1,2011-08-06,NA,NA,0
1063537,955432,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,2011-08-06,NA,NA,0
11000528,4732147,"single",NA,NA,NA,NA,"immigration",NA,NA,"F",1955-03-15,NA,NA,3,3,2011-08-06,NA,NA,0
11000755,4732374,"single",NA,NA,NA,NA,"immigration",NA,NA,"F",1963-10-05,NA,NA,3,3,2011-08-06,NA,NA,0
2123796,4731762,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-06,NA,NA,0
2964828,2253758,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-06,NA,NA,0
6214313,3665833,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-06,NA,NA,0
7944347,4151198,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-06,NA,NA,0
8953136,816268,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-06,NA,NA,0
9346963,4454690,"single",NA,4454690,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-07,64,NA,0
11000583,4732241,"union",11000622,NA,NA,NA,"immigration",NA,NA,"M",1983-02-23,NA,NA,3,3,2011-08-07,NA,NA,0
11000622,4732241,"union",11000583,NA,NA,NA,"immigration",NA,NA,"F",1983-12-06,NA,NA,3,3,2011-08-07,NA,NA,0
1070844,961342,NA,1119440,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-08-07,80,NA,0
1119440,961342,"union",NA,961342,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-07,78,NA,0
9186272,3193900,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-08-07,NA,NA,0
147054,144467,"single_parent",NA,144467,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-08,61,NA,0
134994,4732061,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,2011-08-08,84,NA,0
1579659,1353997,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,2011-08-08,NA,NA,0
4506723,3024684,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-08-08,NA,NA,0
5243935,925092,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,2011-08-08,NA,NA,0
7048155,1083337,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,2011-08-08,NA,NA,0
427043,407431,"union_w_child",2117670,4731586,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-09,37,NA,0
889633,407431,"child",NA,4731586,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-08-09,NA,NA,0
2117670,407431,"union_w_child",427043,407431,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-09,52,NA,0
3194712,407431,"child",NA,4731586,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-08-09,NA,NA,0
4115585,882350,"other",NA,4731944,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,2011-08-09,27,NA,0
6505250,142650,"collective",NA,4731977,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,2011-08-09,17,NA,0
8343129,407431,"child",NA,4731586,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,2011-08-09,NA,NA,0
