"ID","HH_ID","hh_position","ID_partner","HH_ID_target","ID_partner_target","hh_position_target","event_type","ID_mother","ID_father","sex","birth_date","mother","father","age_group_hh","age_group_pop","event_date","age","main_parent"
5756299,3512145,"single",8364215,4731845,8364215,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-16",43,NA
8364215,4249341,"single",NA,4731845,5756299,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-16",38,NA
11000407,4732081,NA,NA,NA,NA,NA,"birth",8676860,9441583,"F",2011-07-16,NA,NA,1,1,"2011-07-16",NA,8676860
11000444,2348593,NA,NA,NA,NA,NA,"birth",10105733,3132967,"F",2011-07-16,NA,NA,1,1,"2011-07-16",NA,10105733
8676860,1870691,"child",NA,4732081,9441583,"union_w_child","hh_transition",NA,NA,"F",NA,NA,NA,3,3,"2011-07-16",28,NA
9441583,4732060,"collective",8676860,4732081,8676860,"union_w_child","hh_transition",NA,NA,"M",NA,NA,NA,3,3,"2011-07-16",38,NA
11000552,4732171,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1992-07-21,NA,NA,3,3,"2011-07-16",NA,NA
11000491,4732268,"child",NA,NA,NA,NA,"immigration",11000649,11000654,"M",2007-01-04,NA,NA,1,1,"2011-07-16",NA,NA
11000649,4732268,"union_w_child",11000654,NA,NA,NA,"immigration",NA,NA,"F",1982-06-03,NA,NA,3,3,"2011-07-16",NA,NA
11000654,4732268,"union_w_child",11000649,NA,NA,NA,"immigration",NA,NA,"M",1974-10-08,NA,NA,3,3,"2011-07-16",NA,NA
11000693,4732312,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1974-10-16,NA,NA,3,3,"2011-07-16",NA,NA
1173375,1043354,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,"2011-07-16",NA,NA
9657423,2912817,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-16",NA,NA
620035,463569,"child",1150274,4731755,1150274,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-17",22,NA
1150274,1025033,"child",NA,4731755,620035,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-17",18,NA
1419680,1234575,"other",NA,4731895,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-18",85,NA
1444416,1253234,"child",NA,4731896,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-18",23,NA
1756370,669518,"child",NA,4731810,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-18",NA,NA
2685027,669518,"single_parent",NA,4731810,7737277,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-18",49,NA
7737277,1638391,"non_family",2685027,4731810,2685027,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-18",48,NA
3870525,2731583,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-18",NA,NA
3922468,2731583,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-18",NA,NA
8546208,2731583,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-18",NA,NA
10716543,2731583,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-18",NA,NA
863755,790660,NA,9483095,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-18",67,NA
9483095,790660,"union",NA,2824902,NA,"non_family","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-18",63,NA
1519208,969947,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-18",NA,NA
4411978,2983152,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-18",NA,NA
1543195,1327096,"child",NA,2492724,NA,"non_family","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-19",29,NA
10025352,1199269,"child",NA,4732036,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-19",35,NA
11000247,1610398,NA,NA,NA,NA,NA,"birth",1939676,10153711,"F",2011-07-19,NA,NA,1,1,"2011-07-19",NA,1939676
11000380,281940,NA,NA,NA,NA,NA,"birth",7800897,291484,"F",2011-07-19,NA,NA,1,1,"2011-07-19",NA,7800897
11000485,4732104,"single",NA,NA,NA,NA,"immigration",NA,NA,"F",1972-01-29,NA,NA,3,3,"2011-07-19",NA,NA
11000505,4732138,"union_w_child",11000519,NA,NA,NA,"immigration",NA,NA,"M",1977-11-03,NA,NA,3,3,"2011-07-19",NA,NA
11000519,4732138,"union_w_child",11000505,NA,NA,NA,"immigration",NA,NA,"F",1976-07-11,NA,NA,3,3,"2011-07-19",NA,NA
11000774,4732138,"child",NA,NA,NA,NA,"immigration",11000519,11000505,"M",1998-11-27,NA,NA,2,2,"2011-07-19",NA,NA
11000802,4732138,"child",NA,NA,NA,NA,"immigration",11000519,11000505,"F",2011-07-09,NA,NA,1,1,"2011-07-19",NA,NA
3981854,2785280,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,1,NA,NA,"2011-07-19",86,NA
9634777,4509190,NA,10317517,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-19",66,NA
10317517,4509190,"union",NA,4509190,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-19",69,NA
1032156,929876,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-19",NA,NA
3066301,617431,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,"2011-07-19",NA,NA
4062151,838732,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-19",NA,NA
1918087,76150,"non_family",NA,4731908,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-20",28,NA
2841093,2182554,"child",NA,4731704,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-20",NA,NA
4071326,2182554,"child",NA,4731704,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-20",NA,NA
6582385,2182554,"single_parent",9219431,4731704,9219431,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-20",53,NA
9219431,4429844,"single",NA,4731704,6582385,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-20",50,NA
11000338,3628907,NA,NA,NA,NA,NA,"birth",6100718,NA,"M",2011-07-20,NA,NA,1,1,"2011-07-20",NA,6100718
11000348,1472022,NA,NA,NA,NA,NA,"birth",6531467,10467550,"F",2011-07-20,NA,NA,1,1,"2011-07-20",NA,6531467
11000413,3681260,NA,NA,NA,NA,NA,"birth",8765135,6262319,"M",2011-07-20,NA,NA,1,1,"2011-07-20",NA,8765135
11000506,4732125,"single",NA,NA,NA,NA,"immigration",NA,NA,"F",1988-09-27,NA,NA,3,3,"2011-07-20",NA,NA
224149,218383,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-20",86,NA
3118784,2340624,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-20",93,NA
920676,838369,"union_w_child",6434978,4731591,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-21",32,NA
6295892,838369,"child",NA,4731591,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-21",NA,NA
6434978,838369,"union_w_child",920676,838369,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-21",34,NA
2812014,2165518,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-21",87,NA
2165711,910809,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-21",NA,NA
8638399,2508363,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-21",NA,NA
11000552,4732171,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-21",NA,NA
2791918,2153675,"single",NA,4732064,NA,"collective","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-22",91,NA
3508207,2549559,"child",NA,4731937,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-22",18,NA
11000293,4732075,NA,NA,NA,NA,NA,"birth",3941052,3548249,"F",2011-07-22,NA,NA,1,1,"2011-07-22",NA,3941052
11000410,4731790,NA,NA,NA,NA,NA,"birth",8737455,8044439,"F",2011-07-22,NA,NA,1,1,"2011-07-22",NA,8737455
3548249,2570470,"single_parent",3941052,4732075,3941052,"union_w_child","hh_transition",NA,NA,"M",NA,NA,NA,3,3,"2011-07-22",40,NA
3941052,2765612,"single_parent",NA,4732075,3548249,"union_w_child","hh_transition",NA,NA,"F",NA,NA,NA,3,3,"2011-07-22",27,NA
3981023,2570470,NA,NA,4732075,NA,NA,"hh_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-07-22",NA,NA
411383,393098,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-22",NA,NA
4688161,3101966,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,"2011-07-22",NA,NA
7658256,4080406,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-22",NA,NA
9934206,211284,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-22",NA,NA
10122963,305163,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-22",NA,NA
10968780,1047049,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-07-22",NA,NA
578551,22129,"child",NA,4731768,6252313,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-23",24,NA
2884014,984340,"child",NA,4731924,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-23",27,NA
6252313,3678047,"single",578551,4731768,578551,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-23",32,NA
11000394,2012893,NA,NA,NA,NA,NA,"birth",8142815,2557288,"M",2011-07-23,NA,NA,1,1,"2011-07-23",NA,8142815
1863571,1129547,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-23",NA,NA
11000526,4732145,"single",NA,NA,NA,NA,"immigration",NA,NA,"M",1990-01-27,NA,NA,3,3,"2011-07-23",NA,NA
3909867,796390,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-23",96,NA
10265972,4618791,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-23",47,NA
1283426,162504,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-23",NA,NA
5789029,2742924,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-23",NA,NA
6200791,876109,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-23",NA,NA
6763645,668314,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-23",NA,NA
7401023,4731758,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-23",NA,NA
463584,440804,"child",NA,1405800,NA,"non_family","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-24",21,NA
1247068,1101506,"child",NA,4731892,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-24",31,NA
3430371,2509089,"child",NA,4731634,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-24",NA,NA
6065911,3617330,"single",NA,4731875,NA,"other","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-24",88,NA
6944729,2509089,"union_w_child",8700462,4731634,NA,"single_parent","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-24",41,NA
8700462,2509089,"union_w_child",6944729,2509089,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-24",49,NA
10458704,2509089,"child",NA,4731634,NA,"child","hh_transition",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-24",NA,NA
4349410,2955310,NA,NA,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-24",93,NA
50601,50280,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-24",NA,NA
1464404,1268260,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-24",NA,NA
4299744,2933200,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-07-24",NA,NA
5231329,3319839,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-24",NA,NA
11000285,2531329,NA,NA,NA,NA,NA,"birth",3473006,5776447,"F",2011-07-25,NA,NA,1,1,"2011-07-25",NA,3473006
11000311,4732084,NA,NA,NA,NA,NA,"birth",4783808,NA,"F",2011-07-25,NA,NA,1,1,"2011-07-25",NA,4783808
4783808,1447475,"child",NA,4732084,NA,"single_parent","hh_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-25",NA,NA
11000569,4732322,"union",11000703,NA,NA,NA,"immigration",NA,NA,"M",1980-10-01,NA,NA,3,3,"2011-07-25",NA,NA
11000703,4732322,"union",11000569,NA,NA,NA,"immigration",NA,NA,"F",1978-06-10,NA,NA,3,3,"2011-07-25",NA,NA
2427387,209791,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-07-25",NA,NA
2541701,2003344,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-25",NA,NA
7282062,1279538,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-07-25",NA,NA
145172,142650,"collective",7127552,4731803,7127552,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-26",17,NA
3807223,799289,"child",NA,3567937,NA,"non_family","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-26",24,NA
7127552,3939471,"single",NA,4731803,145172,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-26",35,NA
10776181,2257411,"child",NA,4732052,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-26",22,NA
11000396,4732087,NA,NA,NA,NA,NA,"birth",8159652,NA,"M",2011-07-26,NA,NA,1,1,"2011-07-26",NA,8159652
8159652,1299895,"child",NA,4732087,NA,"single_parent","hh_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-26",NA,NA
10801847,4489912,NA,9531111,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-26",72,NA
9531111,4489912,"union",NA,4489912,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-26",66,NA
3502671,1933490,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-26",NA,NA
6121391,247069,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-26",NA,NA
6674887,2151214,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-26",NA,NA
7158361,3948029,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-26",NA,NA
4927352,3200670,"other",NA,4731955,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-27",73,NA
11000366,3940083,NA,NA,NA,NA,NA,"birth",7163678,7129746,"F",2011-07-27,NA,NA,1,1,"2011-07-27",NA,7163678
10280262,1209614,NA,1386829,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-27",72,NA
1386829,1209614,"union",NA,1209614,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-27",67,NA
4164943,2598169,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-27",NA,NA
5100201,447818,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-27",NA,NA
8919610,1620270,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-27",NA,NA
3776259,2685412,"union",4680495,4731608,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-28",34,NA
4680495,2685412,"union",3776259,2685412,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-28",55,NA
5143710,3286126,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-28",NA,NA
6427606,3286126,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-28",NA,NA
8708047,3286126,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-28",NA,NA
10467461,3286126,NA,NA,NA,NA,NA,"emigration",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-28",NA,NA
11000559,4732178,"single",NA,NA,NA,NA,"immigration",NA,NA,"F",1960-07-26,NA,NA,3,3,"2011-07-28",NA,NA
11000668,4732287,"union_w_child",11000722,NA,NA,NA,"immigration",NA,NA,"F",1989-05-01,NA,NA,3,3,"2011-07-28",NA,NA
11000670,4732287,"child",NA,NA,NA,NA,"immigration",11000668,11000722,"M",2001-04-07,NA,NA,1,1,"2011-07-28",NA,NA
11000722,4732287,"union_w_child",11000668,NA,NA,NA,"immigration",NA,NA,"M",1987-05-10,NA,NA,3,3,"2011-07-28",NA,NA
11000801,4732287,"child",NA,NA,NA,NA,"immigration",11000668,11000722,"F",1994-01-20,NA,NA,2,2,"2011-07-28",NA,NA
6051944,2057886,NA,2631115,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-28",83,NA
2631115,2057886,"union",NA,4732431,NA,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-28",84,NA
2984012,2264648,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-28",NA,NA
9750347,2634157,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-28",NA,NA
9384212,4461850,"single",NA,4731846,10632966,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-29",39,NA
10632966,3029744,"non_family",9384212,4731846,9384212,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-29",41,NA
9155890,3501067,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,4,4,"2011-07-29",NA,NA
6236731,3673055,"single",NA,4731830,7982236,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-30",26,NA
7982236,4160320,"single",6236731,4731830,6236731,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-30",28,NA
11000483,4732181,"child",NA,NA,NA,NA,"immigration",11000562,11000682,"F",1994-08-21,NA,NA,2,2,"2011-07-30",NA,NA
11000562,4732181,"union_w_child",11000682,NA,NA,NA,"immigration",NA,NA,"F",1974-01-02,NA,NA,3,3,"2011-07-30",NA,NA
11000682,4732181,"union_w_child",11000562,NA,NA,NA,"immigration",NA,NA,"M",1974-10-19,NA,NA,3,3,"2011-07-30",NA,NA
11000704,4732181,"child",NA,NA,NA,NA,"immigration",11000562,11000682,"M",2006-01-17,NA,NA,1,1,"2011-07-30",NA,NA
1408489,1226149,NA,8553849,NA,NA,NA,"death",NA,NA,NA,NA,1,0,NA,NA,"2011-07-30",77,NA
7473595,3557501,NA,5888173,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-07-30",86,NA
5888173,3557501,"union",NA,3557501,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-30",84,NA
8553849,1226149,"union_w_child",NA,1226149,NA,"single_parent","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-30",86,NA
2758033,2133719,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-30",NA,NA
6344723,1654639,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-30",NA,NA
6446312,1253234,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-07-30",NA,NA
5484678,3415177,"single",8140635,4731787,8140635,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-31",23,NA
6264891,74431,"child",NA,4731783,8503462,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-31",25,NA
6971999,1588570,"child",NA,4731987,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-31",31,NA
8140635,3548088,"child",NA,4731787,5484678,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-07-31",24,NA
8503462,4103352,"non_family",6264891,4731783,6264891,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-07-31",20,NA
11000543,4732162,"union",11000785,NA,NA,NA,"immigration",NA,NA,"F",1992-04-08,NA,NA,3,3,"2011-07-31",NA,NA
11000785,4732162,"union",11000543,NA,NA,NA,"immigration",NA,NA,"M",1984-09-27,NA,NA,3,3,"2011-07-31",NA,NA
556035,523996,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-31",NA,NA
1476536,1277450,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-07-31",NA,NA
4490796,3017748,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-31",NA,NA
7777657,1133190,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-07-31",NA,NA
1469257,50280,"child",1755692,4731714,1755692,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-08-01",24,NA
1755692,1481624,"child",NA,4731714,1469257,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-08-01",22,NA
3122944,2342969,"union",9429993,2342969,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-08-01",24,NA
9429993,2342969,"union",3122944,4731660,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-08-01",25,NA
11000300,1341184,NA,NA,NA,NA,NA,"birth",4240865,1562230,"F",2011-08-01,NA,NA,1,1,"2011-08-01",NA,4240865
751411,694958,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-08-01",NA,NA
4572931,4732061,"collective",10746526,4732061,10746526,"collective","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-08-02",84,NA
6708635,3818854,"other",NA,4731985,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-08-02",31,NA
10746526,3052982,"union",4572931,4732061,4572931,"collective","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-08-02",82,NA
11000361,3247935,NA,NA,NA,NA,NA,"birth",6995236,5046312,"F",2011-08-02,NA,NA,1,1,"2011-08-02",NA,6995236
1609889,1016253,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-08-02",NA,NA
2089055,1711909,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-08-02",NA,NA
4089543,449657,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-08-02",NA,NA
4749794,1025882,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-08-02",NA,NA
7295979,3985626,"union",7774353,3985626,NA,"single","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-08-03",76,NA
7774353,3985626,"union",7295979,4731642,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-08-03",84,NA
11000222,4732069,NA,NA,NA,NA,NA,"birth",774293,5468814,"M",2011-08-03,NA,NA,1,1,"2011-08-03",NA,774293
774293,714572,"child",NA,4732069,5468814,"union_w_child","hh_transition",NA,NA,"F",NA,NA,NA,3,3,"2011-08-03",24,NA
5468814,807510,"single_parent",774293,4732069,774293,"union_w_child","hh_transition",NA,NA,"M",NA,NA,NA,3,3,"2011-08-03",27,NA
1175203,807510,NA,NA,4732069,NA,NA,"hh_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-08-03",NA,NA
9594539,3771620,NA,6551877,NA,NA,NA,"death",NA,NA,NA,NA,0,0,NA,NA,"2011-08-03",60,NA
6551877,3771620,"union",NA,3771620,NA,"single","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-08-03",56,NA
2144046,172110,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-08-03",NA,NA
11000261,2034051,NA,NA,NA,NA,NA,"birth",2591863,5531436,"M",2011-08-04,NA,NA,1,1,"2011-08-04",NA,2591863
11000281,750948,NA,NA,NA,NA,NA,"birth",3348715,NA,"M",2011-08-04,NA,NA,1,1,"2011-08-04",NA,3348715
51645,51308,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-08-04",NA,NA
219706,214160,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-08-04",NA,NA
228808,222831,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-08-04",NA,NA
2968334,2255735,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,3,3,"2011-08-04",NA,NA
2996901,1132701,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,2,2,"2011-08-04",NA,NA
1439136,1249251,"single",5273761,4731802,5273761,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-08-05",37,NA
4968646,3217198,"single",8287350,4731788,8287350,"union","hh_transition",NA,NA,"M",NA,NA,NA,NA,NA,"2011-08-05",28,NA
5273761,3336096,"single",NA,4731802,1439136,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-08-05",35,NA
8287350,2822086,"child",NA,4731788,4968646,"union","hh_transition",NA,NA,"F",NA,NA,NA,NA,NA,"2011-08-05",24,NA
11000220,617689,NA,NA,NA,NA,NA,"birth",662171,8845825,"F",2011-08-05,NA,NA,1,1,"2011-08-05",NA,662171
11000264,974840,NA,NA,NA,NA,NA,"birth",2676740,1087532,"M",2011-08-05,NA,NA,1,1,"2011-08-05",NA,2676740
4518674,3029744,NA,NA,NA,NA,NA,"age_group_transition",NA,NA,NA,NA,NA,NA,1,1,"2011-08-05",NA,NA
